1,P1,1603725,flat1
2,P2,39501767,flat2
3,P3,39501763,flat3
4,P4,39501765,flat4
5,P5,39501761,flat5
6,P6,39501768,flat6
7,P7,1603724,flat7
8,P8,39501764,flat8
9,P9,39501769,flat9
10,P10,39501770,flat10
11,P11,39501762,flat11
12,P12,39501766,flat12
13,P13,39500099,flat13
14,P14,39500095,flat14
15,P15,39500097,flat15
16,P16,39500091,flat16
17,P17,39500096,flat17
18,P18,39500094,flat18
19,P19,39500093,flat19
20,P20,39500650,flat20
21,P21,39500648,flat21
22,P22,39500092,flat22
23,P23,39500649,flat23
24,P24,39500646,flat24
25,P25,1604222,flat25
26,P26,1604229,flat26
27,P27,39500542,flat27
28,P28,39500644,flat28
29,P29,1604224,flat29
30,P30,1604221,flat30
31,P31,1604223,flat31
32,P32,39500098,flat32
33,P33,39500643,flat33
34,P34,39500645,flat34
35,P35,39500641,flat35
36,P36,39500647,flat36
37,P37,1604225,flat37
38,P38,1603773,flat38
39,P39,1604226,flat39
40,P40,1603779,flat40
41,P41,1603778,flat41
42,P42,1603771,flat42
43,P43,1603780,flat43
44,P44,1603774,flat44
45,P45,1605777,check
46,P46,1603775,flat46
47,P47,1603772,flat47
48,P48,1603776,flat48
49,P49,1603200,flat49
50,P50,1603196,flat50
51,P51,1603197,flat51
52,P52,1603194,flat52
53,P53,1603193,flat53
54,P54,1603191,flat54
55,P55,1603199,flat55
56,P56,1604228,flat56
57,P57,1604227,flat57
58,P58,1603198,flat58
59,P59,1603792,flat59
60,P60,1603195,flat60
61,P61,1603752,flat61
62,P62,1603757,flat62
63,P63,1603753,flat63
64,P64,1603755,flat64
65,P65,1604230,flat65
66,P66,1603759,flat66
67,P67,1603751,flat67
68,P68,1603760,flat68
69,P69,1603758,flat69
70,P70,1603754,flat70
71,P71,1603756,flat71
72,P72,1604471,flat72
73,P73,1604272,flat73
74,P74,1604234,flat74
75,P75,1604478,flat75
76,P76,1604402,flat76
77,P77,1604474,flat77
78,P78,1604271,flat78
79,P79,1604277,flat79
80,P80,1604278,flat80
81,P81,1604280,flat81
82,P82,1604275,flat82
83,P83,1604276,flat83
84,P84,1604279,flat84
85,P85,1603728,flat85
86,P86,1602611,flat86
87,P87,1604476,flat87
88,P88,1602614,flat88
89,P89,1604475,flat89
90,P90,1604477,flat90
91,P91,1603730,flat91
92,P92,1603727,flat92
93,P93,0,check
94,P94,1603729,flat94
95,P95,1602613,flat95
96,P96,1602612,flat96
