193,P193,1603869,flat193
194,P194,28500044,flat194
195,P195,28500042,flat195
196,P196,1603864,flat196
197,P197,1603861,flat197
198,P198,28500046,flat198
199,P199,28500082,flat199
200,P200,1603863,flat200
201,P201,1603862,flat201
202,P202,39500816,flat202
203,P203,28500049,flat203
204,P204,1603866,flat204
205,P205,1604219,flat205
206,P206,39500819,flat206
207,P207,39500811,flat207
208,P208,1602297,flat208
209,P209,1602298,flat209
210,P210,28500041,flat210
211,P211,39500818,flat211
212,P212,1603849,flat212
213,P213,1604220,flat213
214,P214,39500815,flat214
215,P215,39500820,flat215
216,P216,1604117,flat216
217,P217,1602299,flat217
218,P218,39500813,flat218
219,P219,39500817,flat219
220,P220,1602300,flat220
221,P221,1604108,flat221
222,P222,39500516,flat222
223,P223,39500511,flat223
224,P224,1604105,flat224
225,P225,1604109,flat225
226,P226,39500517,flat226
227,P227,1604113,flat227
227228,PTP,39500514,tex.pom.
228,P228,1604111,flat228
229,P229,39500519,flat229
230,P230,39500515,flat230
231,P231,1604104,flat231
232,P232,1604119,flat232
233,P233,39500512,flat233
234,P234,39500812,flat234
235,P235,1604118,flat235
236,P236,1604110,flat236
237,P237,39500814,flat237
238,P238,28500045,flat238
239,P239,1604282,flat239
240,P240,1604103,flat240
241,P241,39500518,flat241
242,P242,28500043,flat242
243,P243,1604101,flat243
244,P244,1604106,flat244
245,P245,39500520,flat245
246,P246,39500513,flat246
247,P247,1603870,flat247
248,P248,1603865,flat248
249,P249,28500048,flat249
250,P250,28500050,flat250
251,P251,1604107,flat251
252,P252,1603868,flat252
253,P253,1604667,flat253
254,P254,1604115,flat254
255,P255,1604102,flat255
