M233,139,,,,,,,,,,,,,,,12
M234,41,,,,,,,,,,,,,,,12
M235,25,,,,,,,,____,,,,,,,12
M236,24,,,,,,,,,,,,,,,13
M237,93,,,,,,,,,,,,,,,13
M238,76,,,,,,,,,,,,,,,13
M239,25,,,,,,,,158,,,,,,,13
M240,56,,,,,____,,,,,,,,,,14
M241,221,,,,,,,,,,,,,,,14
M242,35,,,,,,,157,,,,,,,,14
M243,28,,,,,,156,,,,,,,,,14
M244,50,,,,,,,,,,,,,,,15
M245,38,,,,,,,,,,,,,,,15
M246,27,,,,,,,,,,,,,,,15
M247,56,,,,,155,,,,,,,,,,15
M248,20,,,,154,,,,,,,,,,,16
M249,6,,,,,,,,,,,,,,,16
M250,5,,,,,,,,,,,,,,,16
M251,65,,,153,,,,,,,,,,,,16
M252,19,,,,,,,,,,,,,,,17
M253,3,,,,,,,,,,,,,,,17
M254,8,,152,,,,,,,,,,,,,17
M255,30,151,,,,,,,,,,,,,,17
M256,0,net takoi kvartiri,,,,,,,,,,,,,,
