1, 3D904DA9-733E-4317-888A-609436865640,59,24431659
2, 9C5719D6-5C13-497B-9C25-15DC5A8DB928,74,24432074
3, 3FB08CE6-B1A4-485A-819A-6FB8AE164C67,160,24431660
4, 6D0BD1D8-B6FE-4E97-B596-B82B505AFE82,92,24432492
5, 912409D2-D133-4327-BEB1-1FA99A5A903B,239,24433239
6, 7581794B-824C-482A-BD1B-B04DFC6A4FCB,161,24432060
7, A9B8EF52-1447-4113-9380-6FDBDBC00F0A,162,24432320
8, 5600DA1C-669E-48AF-80A0-9104B1BDC158,163,24432070
9, 74BC1CA8-B9C9-49C6-88B9-6609E38B2DAF,164,24432050
10, BAEAF6ED-29C4-48B7-8356-E423CF512A93,91,24432091
11, 46A52D43-AE03-4D6F-A6E6-675984702198,166,24431746
12, B38B1ECB-D833-4D92-B7CB-733517007976,30,24449430
13, AA8977D0-82AD-4EEC-B41C-B8ABEDF70904,167,24432340
14, AA0C6D86-AF85-4997-A199-FE00561FBCFC,24,24449424
15, 4BAFFE89-D1A9-4EA1-9E5A-CF001FD7F53C,168,24449431
16, 24AC8BE7-DCA3-40EA-B386-6630E0B225D2,51,24449451
17, 193650FE-F0DA-43FC-9E6D-EE89470259FB,60,24449460
18, 832A5BF9-B21B-492D-ABE9-BFD5EDBAC60B,48,24431948
19, FFB02FD9-D216-4AB5-B904-7889B9DBF84C,93,24430293
20, 273A3008-39B1-4D95-8B0A-D9F193DF8BD7,169,24430400
21, 6F3756D0-34F6-40A1-8D48-088BDF2E90D1,35,24449435
22, 7D44EF26-FA14-49FF-BDA4-8C1803229308,16,24432816
23, 52E5BD49-D212-4618-BB2B-656ADD310B9E,170,24430382
24, 796B553A-7BB3-445B-A0AC-1DFEBA40CD16,171,24418954
25, AA9922FC-7F67-499C-A4CC-326DF8AA91F5,99,24430399
26, 3A08998E-2638-4F82-B5F9-301D3859DA74,65,24418965
27, BA4AD899-FAC2-47BB-B899-5969222BC0B1,86,24430286
28, A864A13D-F299-4D38-A20D-63A46DAAC257,172,24430388
29, 958CA537-C804-4ABE-9C1C-2A888BA0673D,88,24430288
30, 93618C39-2F2C-4E9D-B5B1-853B590C9704,173,24430396
