77BEE1E9-7564-4659-9F89-350CDF742029,-,Счетчик тепла,1,Щит учета показаний,netdostypa
3DB53FD7-6463-4990-98DD-62EB556386D4,-,Счетчик тепла,2,Щит учета показаний,netdostypa
CE2C99BD-1340-4AC2-9411-F6E0B8A5B036,-,Счетчик тепла,3,Щит учета показаний,netdostypa
33D4ABF1-85B7-4830-8EBE-165DAF3438E1,-,Счетчик тепла,4,Щит учета показаний,netdostypa
49E653CB-4FC1-41F7-90D4-F2EB378647A2,1603706,Счетчик тепла,5,Щит учета показаний,
7FC44023-1658-422F-9027-086BF86F01C3,1603705,Счетчик тепла,6,Щит учета показаний,
2D70249E-E44D-4948-A188-FA4B49828B25,39500895,Счетчик тепла,7,Щит учета показаний,
787278F4-053F-425C-B5A7-A7867439F641,1603707,Счетчик тепла,8,Щит учета показаний,
724720F3-7267-46B7-A467-CA3A92BE3BBB,1603708,Счетчик тепла,9,Щит учета показаний,
CD6FFD00-A268-4592-B6A9-C35DA9BEA9E0,39500824,Счетчик тепла,10,Щит учета показаний,39500894
8568FFD7-88C7-444D-9FF4-E2A3B480A7BF,1603701,Счетчик тепла,11,Щит учета показаний,
8FDDCD8B-2830-4146-B7FF-3889D36638FE,39500891,Счетчик тепла,12,Щит учета показаний,
C8B1F8D3-66E4-46C0-8350-A48D5C30828D,39500896,Счетчик тепла,13,Щит учета показаний,
12CF4C27-BE35-4C93-803C-3D07E37742C9,39500893,Счетчик тепла,14,Щит учета показаний,
00FB6231-0F2F-46D3-953F-2A1DB9958AA8,39500897,Счетчик тепла,15,Щит учета показаний,
E52E0F0C-192D-4546-AB30-0C62C7D9E7C1,39500892,Счетчик тепла,16,Щит учета показаний,
8CC3108F-A655-434B-9ADC-FB90261DFFD8,1604291,Счетчик тепла,17,Щит учета показаний,
E8991464-A66C-439B-B6EE-1495CB057E0C,1604295,Счетчик тепла,18,Щит учета показаний,
013F2167-0756-44B4-84CD-B293D793E960,1604296,Счетчик тепла,19,Щит учета показаний,
7B57FCD5-6309-42E6-B95E-9F5C7FD3977D,39500501,Счетчик тепла,20,Щит учета показаний,
27B07201-1ED1-4B4C-B4BE-661288FFAEAC,1604300,Счетчик тепла,21,Щит учета показаний,
26A712E7-69EF-4AE3-8B5C-B8593BA0A9E7,1604298,Счетчик тепла,22,Щит учета показаний,
108D180B-3B5B-46D6-8FD3-61BEBC467735,39500503,Счетчик тепла,23,Щит учета показаний,
6DCBFDDA-3F1D-4924-AE4D-1861DA621E12,39500505,Счетчик тепла,24,Щит учета показаний,
4DA0BACB-3EB9-44FA-A43C-982BC27AB408,39500502,Счетчик тепла,25,Щит учета показаний,
EA3CF4F1-EE37-4F3D-BF39-BC4A8311FDE5,1604297,Счетчик тепла,26,Щит учета показаний,
A2AF47FA-4856-4DB3-8E0A-F0434331125F,1604293,Счетчик тепла,27,Щит учета показаний,
400F490E-D8CF-4EBA-9ACD-60F5C3356B69,1604294,Счетчик тепла,28,Щит учета показаний,
E2ACE60B-2D89-46B9-BBFB-05A108EFF6B3,1604292,Счетчик тепла,29,Щит учета показаний,
85AC848D-188F-42AE-867E-DD2B1A028443,1604299,Счетчик тепла,30,Щит учета показаний,
C61AC606-75E8-4D3B-83D4-D46810557728,1603709,Счетчик тепла,31,Щит учета показаний,
C16150AD-E3B9-4DD9-B7D9-EED82BA9F339,39500504,Счетчик тепла,32,Щит учета показаний,
CDC01F37-75E9-49CC-92AC-9AFFC070956B,39502414,Счетчик тепла,33,Щит учета показаний,
6B22FDDF-43CF-4E8E-AF93-447559B7A9F3,39502411,Счетчик тепла,34,Щит учета показаний,
900E8D67-CCA4-41F6-9B87-38656426F0FB,39502418,Счетчик тепла,35,Щит учета показаний,
7C0335EA-164A-4FD1-BE93-70D2D62A53E0,39502417,Счетчик тепла,36,Щит учета показаний,
04B5682B-6BFC-4C54-848A-4C6602D479EC,39502416,Счетчик тепла,37,Щит учета показаний,
