1,99A39ADD-3D3D-4BC8-8F6C-4B3D19936084,5,24448605
2,56BB32DE-348F-483F-AD11-07465249AE83,63,24430263
3,465A66F5-2943-47D2-AE2F-433C58CFDD79,88,24431788
4,6F783B88-0AC0-4BF0-BD72-FE1CA8F91B18,9,24432609
5,6DA53CEA-A325-4EEE-A401-A4178FCB149E,64,24431564
6,CBCD342E-0DE4-4605-BC5E-33EBEC4D20C5,18,24431618
7,F2387F5B-067A-4211-AE0A-56AE1FE346F5,79,24431579
8,8F23F20B-0D25-4ABB-ABAD-CB276113269E,16,24431516
9,457593D9-331F-4A6C-A5E7-C8D9B7B65B78,15,24431515
10,6E0D9EA0-D4DB-40B6-BCD0-74EAF4C7D353,117,24431616
11,1D1078C7-A22B-4BFB-9E4F-39F212948B54,19,24431619
12,976F0D29-60B6-4F67-93E1-A8ABD038A449,23,24431523
13,A7BCEE4B-E320-4018-B731-CE695D467B56,7,24431607
14,F5E672F8-8C96-4CD1-A339-5A6EC07C687A,14,24431514
15,6193D53C-CA2A-408E-BDAF-C62B25E9006C,57,24448057
16,114D3357-34CC-49D9-A64C-CF45CBDE481F,12,24448312
17,D1140FD1-D99C-4A79-AA77-BEE0A514A676,34,24447834
18,184767FD-F8AB-48AD-988C-58A013A80097,73,24447873
19,F7161E09-B181-4CCF-BA2D-5BA0F5691372,51,24448451
20,EC787278-B8CB-48DD-9ADF-1E31980817B6,42,24447942
21,76EF6914-1CAF-41AE-ADEE-ADCCF97C49AA,35,24448035
22,EB8335B7-A7B5-44F5-9080-54E892CD6B39,91,24447891
23,1BE242C4-263C-4CCA-9D90-B28ACA9407DA,116,24435719
24,72DE4BFB-2653-448F-91F5-B3D330B23D4F,115,24448463
25,EDD5D058-0B26-4F2A-A896-B3BC36AADABB,13,24432613
26,9B0208B7-296D-4AF0-AEFA-48E9EB59071F,29,24432529
27,88BF0831-2710-4CAE-8D66-4ED0C73F2121,114,24432551
28,8001D3AE-8C57-4561-BE77-1AD834B17B7E,56,24432556
29,A6DB96A1-A00C-40D7-85F3-A335EB85F890,97,24431697
30,B7D061AE-DE12-4266-9AED-F179A489DF68,113,24432629
31,21F2CB03-AE71-4319-866E-BB144BEA2A70,66,24431766
32,00B049C4-C24D-4B45-BF58-554A6B94FBD2,112,24432618
33,74AB04D9-930C-44D3-A4D3-0D74A55F3B65,30,24448630
34,C1465834-1514-4253-BBE2-3ACE48BC79C9,111,24448614
35,82842EE7-424B-4D22-A79B-519830845D56,1,24432500
36,5F80FE5D-EF91-4EBA-B7A3-FF5CA31DF710,28,24432528
37,2FF13D33-1F12-4F7F-8591-734AA417CFDD,110,24431509
38,5748A47F-F4E8-4B2C-BD68-1FBC78A0DD8C,109,24430318
39,5E376841-20E2-4678-BACE-00F56C06989C,108,24432509
40,F5EF3D37-42E6-4492-AA7E-BBFA9688B8FC,96,24432596
41,72F8E198-DAB8-4565-A828-5F81288CF5D1,68,24432568
42,D3662D44-9FAE-4F6C-B522-DBECE77741D2,69,24432569
43,AAB9AFE7-F45A-4CE0-B2EB-722F0B3582F4,107,24432612
44,A0AD1AA8-1A4A-4B12-81FA-7DF206541EA6,47,24432547
45,3E3E4B5B-3C59-457B-AED7-9F374A52A763,53,24432553
46,9177D015-3DEF-4C09-8D7E-6024AD4FD60F,106,24432563
47,204EE67E-4083-472F-8C8D-D2F978C4B7B8,26,24432826
48,900C6C8C-1EB6-44A8-B821-7CA93E1D3B9E,6,24434906
49,BED0B772-9420-4E57-B476-70D68B5C9CC6,74,24432774
50,FB2F9636-C687-497F-95DA-D48C7C8E1549,105,24432753
51,6B665CDC-CFB6-4A42-B71C-C85025A07D2E,43,24432843
52,D3E804EB-A431-4FAD-BCD8-C0FF1508A8E6,0,no
53,D79D29DD-A272-439F-859E-593D2A1B800C,31,24432831
54,8101A757-D18F-4EB8-BB8F-ADCDB25CFD7F,50,24432850
55,C6DBDB8F-10D0-4393-90E3-9B4AE8428F74,32,24432832
56,CD9969AC-D262-4EB2-8465-95B4F4161483,44,24432844
57,5B70E42E-2D7D-418D-9081-35FBB40E70D1,104,24448596
58,766C4B7A-A0B7-4DEF-9F9F-E8B0624E8ED2,60,24447860
59,BCFCEEDE-2907-4713-92ED-92B51D4ACF54,61,24430261
60,E3395CB4-0F84-48B1-9F74-994E5FB7C56D,99,24448599
61,AFA2049C-3889-478F-986A-58B0339216AA,38,24448638
62,B28A46A2-ECAB-46E6-A049-2CD5DA711296,103,24448597
63,09F1225D-1909-4C58-AC83-58CDCE9F70E4,102,24445609
64,15776819-7235-4C6D-9245-899162EC22AF,101,24448632
